param m := 256;

param n := 256;

param c : 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113 114 115 116 117 118 119 120 121 122 123 124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 140 141 142 143 144 145 146 147 148 149 150 151 152 153 154 155 156 157 158 159 160 161 162 163 164 165 166 167 168 169 170 171 172 173 174 175 176 177 178 179 180 181 182 183 184 185 186 187 188 189 190 191 192 193 194 195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219 220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248 249 250 251 252 253 254 255 256:=
1 281326 782771 329993 856264 867871 939349 634686 566865 609528 916576 721419 11730 69935 195866 605031 874326 123640 84584 310064 60366 14168 526777 346055 454340 294809 255635 143128 673722 8150 921976 244919 323167 142902 31988 8230 788461 781749 94662 721843 255586 701150 596328 960830 220504 370837 164349 110680 811523 240336 207895 130312 927047 452262 836002 272231 553716 958784 872432 165995 738015 847788 539873 438080 137694 362256 427246 308626 641503 778747 311315 668840 875173 330903 729239 738858 162208 830523 162489 863299 257769 325469 760696 895905 880087 641956 908479 773593 747072 430428 548460 601448 941200 733635 788284 288020 660671 826560 462036 145202 525938 253939 720046 172224 819120 435431 334814 655410 2367 339556 172928 316746 983259 256866 352961 38304 406866 297496 803846 212481 290047 909554 685756 184372 934752 532960 529853 571032 406614 783179 554460 26921 322874 940898 448525 189089 592790 90195 551156 869627 364231 28566 593736 252498 906541 450275 507428 109224 108428 982212 766122 606660 254786 385092 582676 309875 493733 847559 599384 477870 444984 49267 972087 960412 369610 647820 877027 682414 335084 740382 972427 650088 462413 273747 356996 761344 884532 60388 697557 830751 727320 975916 685855 729028 587039 42457 165863 403016 630322 335547 926658 491132 716153 123327 996764 279150 490616 789749 451620 608715 261189 703820 50712 613982 340901 352160 814888 837430 731715 889322 496330 753510 816844 874710 310809 967718 340778 846514 239274 717591 976986 201026 683182 327652 931116 809712 332797 918916 867863 327904 600453 471579 578934 883938 205966 4608 513251 201217 357097 169882 693998 162616 741237 617571 597307 985156 626893 590287 740981 42005 795857 854853 181106 44382 194704 367628 927589
2 712396 787791 266881 289210 668627 174840 313732 777170 911331 614818 788659 903387 278905 246649 30414 831626 627154 940938 608826 519096 934523 987630 251937 38423 182405 748176 162230 536527 233300 877660 566998 28089 208982 33349 424266 105335 387664 993459 660521 904109 44435 158408 373594 894241 397390 317902 325816 627819 902141 698110 965262 176280 689855 832111 456897 774369 141638 917914 270221 724675 150760 326918 405608 338043 293970 769236 460866 728224 946779 878633 869230 701340 695030 983667 948570 291464 853570 794842 230074 571876 733756 210437 995076 698096 694996 249606 165716 641065 654237 313507 123759 759907 94557 74626 900388 660351 934980 967408 181262 158346 784762 959246 44279 244147 967569 772696 92631 42150 434906 971539 595834 615177 953811 951315 862911 523666 932798 518182 388412 850243 289292 84897 119039 946307 406648 467653 523504 186458 847281 454092 850194 765961 720879 204118 194728 953860 437799 174635 359284 123341 205849 111020 298330 372718 793031 846939 336996 334483 170688 104451 505311 195521 18266 577094 734818 169527 286717 568961 283630 418336 617756 88094 913265 421233 961663 934581 604837 502053 494268 847519 357269 349075 718597 591834 424064 844712 94554 149458 238998 657543 549663 88274 508319 426618 700232 250182 720123 618323 351920 955564 614084 448739 927049 309847 160464 427542 223918 502112 479634 315690 370069 760745 644192 863562 4448 822095 424655 916427 104082 388268 952890 757058 356639 48581 420834 964607 579228 698135 325487 939243 462613 311481 489493 178041 23037 803054 434066 352652 657280 912457 58259 228837 155701 591165 534582 356679 924079 401216 566378 181866 905523 821148 120179 680471 721987 374162 736202 863590 829849 861099 606945 657490 130735 884572 931076 667318
3 808827 945301 295707 630375 170425 647526 198540 898861 83936 183566 466109 194526 847478 532770 377591 290969 335167 676119 812390 945884 435025 486508 2109 146115 500483 493110 708150 645406 808643 32713 544247 428013 182087 887616 590672 27386 720348 401066 527457 271059 861210 497233 116697 174179 692793 234088 810073 940781 894204 762320 955319 161764 201035 585735 358110 835945 86558 437742 829714 406177 244245 306805 608337 586226 505254 70181 232981 462299 972590 77513 284854 905901 656552 224442 47085 677162 843899 215238 594484 939193 983149 420668 681480 59138 532598 308567 800848 979052 534127 708229 980440 241649 651177 270290 100534 728858 327066 170742 109709 624476 277363 155575 863856 256591 686093 123964 708766 447111 296065 136496 48107 10769 840278 876239 32448 488780 500693 262224 369721 231137 128185 342831 95660 398880 625155 953622 853706 75320 202281 5543 336925 912403 827310 831337 724401 325580 422413 993804 977359 315214 294799 502490 756580 995274 351036 766909 40321 478036 734574 601191 92924 400667 654721 515618 486515 486339 581030 267252 615728 265697 795415 575534 732968 269906 738725 460689 160094 434936 948525 228126 371493 549842 653737 902137 158850 951799 175906 335353 511920 540079 281411 996239 788540 271022 767625 520592 362001 450606 197655 343904 660942 56232 17254 836157 447123 276526 157786 395749 667099 15912 903983 758693 509699 55849 82066 401600 522473 524781 167500 601080 970096 206321 67545 31867 175071 730991 563927 429485 427241 273653 768986 675854 950279 16801 157980 677832 903745 168443 675794 55192 199053 937519 124697 286166 220110 779813 190991 348450 305789 830079 655167 195821 617893 713134 833972 610465 353352 151666 11054 139246 103583 681580 112051 181491 261759 266529
4 693308 179077 418135 629901 56848 937630 762390 43617 260399 641189 691945 514012 509732 263445 394082 570241 371646 826125 427124 526202 738840 203124 467099 653449 659 642247 595993 737447 832101 197697 836954 629627 414283 488550 127865 351672 634266 221739 257435 359827 216627 337221 57785 808224 147861 110796 206268 88072 443469 752140 380609 888361 270664 656233 996476 521354 803529 71724 229432 282041 79221 205294 579580 862084 99276 626911 530442 105296 823218 956595 881921 541657 541675 704107 337762 280262 16230 721468 257327 198440 958000 475357 773423 721423 410313 361074 452303 673929 569300 649808 148899 840504 923751 643821 704649 265871 444227 688677 369134 969897 785757 387819 362026 312581 474523 795146 330887 99746 177882 660375 558559 89203 12460 409846 667811 198656 136415 364741 317752 698713 743608 214568 190331 827831 928831 361266 972453 406704 149556 676460 190538 9366 728415 226758 294908 372270 297477 874903 417356 870600 208502 17683 891824 287807 954052 762440 858048 475023 146830 974868 5147 294158 726266 296807 696935 252937 923521 734897 373109 768380 265315 186152 184898 232941 933948 506423 286041 680293 441007 582406 340694 654092 850366 840226 568774 278752 3964 363722 87083 251602 407193 305685 347676 990653 603485 743171 990024 787011 587504 361630 395931 798086 111253 560972 149113 391680 876599 674804 165351 177280 638556 289547 802761 325186 381494 68794 384198 252137 137880 838766 256775 334235 431878 703419 237023 761657 866405 758189 268933 683258 170961 935853 716668 731683 906061 158093 346963 607397 457045 464240 30856 430610 866256 618521 38600 683901 572642 239438 734226 470382 383069 597864 308153 157183 392023 662074 730504 234071 236374 721564 132736 126336 444264 180435 436860 482918
5 200464 338846 459318 870190 549786 128992 920162 266608 136400 23653 367672 899987 745029 83090 797839 184260 724814 167022 127973 817362 472337 716679 434939 435882 698549 744514 112797 498602 880953 997891 969983 959779 855969 284085 817091 852080 506698 556982 178648 712813 173919 212130 528700 65430 350500 791099 464993 716158 560240 920178 707054 459113 473207 179732 712860 208454 420229 66772 827137 43340 70535 772849 185386 542895 729348 435012 887712 491135 973033 971752 37261 992158 44737 80069 56313 792860 717827 466491 811693 739825 761477 569448 226808 202262 308751 920535 681807 927168 844810 741701 498447 830330 782808 83985 264415 762141 131709 111999 495281 55215 241338 319272 985127 343574 52666 356674 23058 241911 354150 19144 223573 949360 737171 671558 430248 486125 168411 53123 617721 566571 23305 965834 257452 765575 843758 894295 494211 815170 895184 536859 679769 845396 368770 48748 639177 345449 6415 927245 692396 256892 412560 83157 746302 604559 586973 245118 437538 407748 476384 19916 602364 41179 154181 990871 744508 387017 146637 20023 642875 153329 599746 451340 486141 928066 315973 643687 55766 130924 49475 831577 635178 997823 551302 927190 404621 465507 803432 985860 329673 959726 710818 747494 574845 890789 524290 516576 496546 122643 925563 561574 690537 622079 636566 459205 712640 539404 914759 63310 539316 40626 16730 810395 724401 35605 671692 419711 879012 570815 583222 141774 144001 844031 373668 518213 627168 725085 10948 502616 181315 367288 229690 129431 788978 407166 686225 62652 687111 2184 275595 385171 245766 683600 66521 723398 593444 587727 465894 372740 118313 372407 38605 822670 219631 87306 369388 77470 736586 947350 468752 370100 518850 54541 594512 548414 544443 149765
6 262389 134882 486134 700488 89302 874476 577392 435673 839427 900879 939880 636356 327064 104026 244542 746656 247153 682232 405623 264869 50620 456803 643869 851940 292009 262311 82947 530983 495486 356943 430886 481829 990472 792686 182192 762978 852204 254603 496342 927777 212636 334250 292768 736007 36645 763251 459081 394766 70884 903682 70012 526178 672729 320074 299198 484507 763796 760550 371627 409176 482443 202878 173593 501492 533517 286930 17305 673256 920081 502438 923868 324541 777256 930954 305393 605484 428498 393029 724716 505044 264620 459805 102435 778070 449926 254406 388562 294225 96979 404453 241246 755701 416442 714239 648759 864902 253065 423875 604694 588783 100041 165040 476518 690944 394860 928420 733503 23878 699363 237571 449037 451590 968204 487296 586767 120405 601993 518795 911419 646871 327276 307671 446079 741586 681742 102983 818851 203630 484543 808180 122314 201355 522135 750173 189912 632895 829803 84972 37101 510827 794268 851553 976398 238520 357129 641117 467365 406771 453540 188429 355231 31811 349218 323313 705075 529667 369420 760008 151235 740288 162099 747546 370907 593552 950784 834402 226646 476813 42537 382613 314911 663661 921920 5715 15829 300735 389605 628585 48840 639364 40220 305729 437600 678888 706041 755687 390430 336924 272568 681336 523513 131601 312681 462697 20138 898386 572168 467057 440964 403006 656811 408660 182522 958689 14228 131021 910213 730095 515814 887000 325917 939868 283829 394393 477988 934619 267766 40044 645218 119280 147478 787402 292011 575092 161190 958996 653853 791397 90611 906240 542022 791015 957044 125341 48610 627612 577436 821188 841409 341787 450896 695709 695879 321807 125299 45579 173518 466543 917916 99445 122854 300565 590185 106226 618044 692286
7 457709 621648 905304 269597 719172 781505 564864 296732 575944 442147 334842 416304 709404 873771 360303 100695 655397 111597 468395 137009 808345 219914 265985 161464 742895 22454 253708 836510 211702 431460 88144 544705 964866 570641 489598 295566 708161 843306 358230 625135 228651 692507 93863 98610 188376 160693 950898 453368 134187 273595 823341 774485 539244 817866 867683 15371 779060 32418 551800 257502 10369 164437 624778 8148 167273 255626 809780 826507 153388 818990 543596 871286 718882 272953 603660 807094 727891 749912 239470 921873 589989 46973 631408 935313 297264 351487 776534 168187 98926 810286 448655 13674 879374 761911 43856 312457 592039 130672 460125 643050 727882 757442 876582 105989 344432 310512 745550 987983 139666 791112 368582 668662 829976 36644 428376 807095 602985 368157 580864 799389 134945 880078 716277 733335 540320 400512 33541 874164 416767 314231 819422 399485 856862 578392 79593 693231 221849 74357 5712 754835 309785 652535 983456 905084 977926 842151 579210 814429 371866 8409 975492 331972 178897 125877 417293 463607 383037 599715 296205 294633 655926 230866 476058 251737 267118 44966 174935 205128 879650 128252 162231 29909 82860 305498 932255 140086 102965 394232 981354 621781 758409 832101 580038 399173 798723 724312 895163 660895 829543 708692 464524 683773 667406 591030 808502 26898 463292 875486 125653 486885 287053 900216 177446 371688 410446 443686 964263 756217 6697 336844 892443 810484 52856 811383 419497 250354 816506 724906 709796 745315 702371 769927 311526 149252 139341 581527 848533 552252 62221 958390 140359 548185 347488 221918 644994 73762 407429 915534 207388 105688 426916 556182 878977 357198 503083 428482 390675 690722 622138 78625 391212 404951 953524 246705 185727 611280
8 44278 779560 365276 944107 603236 542881 220370 957432 16927 801633 56622 662421 639955 375046 192610 221159 14188 336907 791297 655671 934312 169210 874535 623719 728007 765231 426038 849615 979552 741828 256571 750200 459150 793822 199278 121523 732871 565395 305432 29719 115916 987063 623695 985750 452156 212994 75997 661051 175940 501855 506687 987139 548721 441427 399817 159957 143014 885192 963943 559710 748201 834934 984958 312333 868951 80109 268336 796200 702008 49921 276223 164809 701037 43474 336713 701433 877254 641142 473073 2280 78960 793414 117022 919558 522892 470978 354461 263424 275034 399457 51234 206618 576596 172666 371372 32293 434327 582088 856070 105502 466364 513309 490025 298979 64646 336166 644927 35922 652851 736727 392642 885760 650229 722035 335491 188179 981371 622585 780999 382461 881640 801070 355468 748053 270053 62980 978153 397204 62994 513892 154003 336104 968599 993501 205883 154040 457561 930152 857621 197045 369673 25495 881076 225689 285206 689114 929617 537664 153602 149166 350571 716127 210 369251 482632 629541 716191 740552 663961 92780 157642 386100 471931 610908 507405 180852 961178 83869 211116 963340 165488 221494 77322 992300 282411 938887 358231 478897 340653 496479 808871 947860 224685 79803 311838 2483 367099 677212 454152 848890 223200 258628 455109 304366 734499 411852 386337 492502 452136 38245 262018 214918 350964 475753 703354 679305 110796 517789 571197 541098 812922 145542 521772 162719 677361 111844 164495 437843 574280 613071 797218 397326 25058 359981 705542 864260 195119 386126 67864 831607 300363 934884 592927 734665 216772 395682 798559 244450 571449 894575 169738 289721 258589 335495 215702 826819 670427 824751 866474 245558 290516 647123 283378 483769 270084 417725
9 893778 449578 305282 439220 607158 355019 323302 887151 363272 249226 572613 722932 611899 574827 243031 214354 801476 545428 116026 832823 438761 351029 25679 915631 155442 111697 840130 437242 261051 557742 148264 952968 235307 126869 30145 856659 140159 893126 239772 389017 184704 145660 521818 685685 622483 311256 375818 546649 437999 961389 329140 980010 434025 568551 262769 421176 617643 863384 660791 380633 188291 867425 65587 577313 328919 812601 90575 549055 618679 280029 297683 519223 988683 101140 306151 774327 688619 476830 834935 793369 808077 239865 549231 251828 40345 593423 903142 615583 119193 880255 871447 305731 747020 512390 902921 10268 469466 618314 233233 711372 83425 917635 885870 906460 522349 35206 385170 977808 784711 582063 692096 633189 927332 783211 777936 842025 773054 751136 857936 769335 89409 633977 913029 724622 539931 680337 696207 644238 699062 984763 525226 350798 798530 799148 617168 746460 534635 962886 688188 614930 387946 686849 462410 211473 720887 4792 716347 146141 800604 388622 27220 699989 626917 228475 716325 675213 118772 907766 996135 438538 502065 26753 480575 614361 727774 152012 781151 710924 394440 784839 2700 142674 387417 553479 375226 768498 95307 786900 751443 692964 650167 592845 754262 53004 712524 2808 909916 320147 660699 557354 551030 589924 722126 568847 923827 919744 970425 122007 817150 810239 78920 494717 535395 395940 610328 723765 2610 594971 750691 951410 419772 651985 63891 886865 556539 54448 212151 585701 102774 877907 417376 636513 884977 90321 391770 489259 16665 185942 593153 287761 598986 142896 774494 191400 131356 386987 654528 307416 893153 827587 328391 639259 142330 943859 481678 842597 313878 764524 176246 856542 561736 673441 419724 839178 763588 557119
10 333206 471690 204278 683962 434303 127356 433344 313091 556060 927997 191822 863702 842586 467214 899862 843119 99078 901908 117681 218780 178489 676729 229905 648238 80030 273521 866143 964873 930914 905303 744178 170011 886710 378293 642669 215721 496003 521890 5877 677957 839980 408326 556877 739996 975417 732282 78609 978284 442469 718282 634444 283026 572037 693020 929590 697089 118610 602474 394893 770511 841558 10858 429198 820393 269488 119440 238608 430759 968643 645481 481278 182202 225793 696872 693679 139266 5903 59454 861028 621756 70742 506530 179549 4569 937062 57200 647000 227498 228998 558254 36583 947126 32604 161961 937772 405294 20981 96766 43636 838840 72626 930164 942190 4327 954192 222215 532167 132684 350866 714624 653667 813926 199117 733183 283385 141748 670544 963419 897227 334315 903789 749344 598977 771972 254505 500279 853217 505517 455868 348515 389933 215135 11716 610663 272474 206159 791565 814278 355304 814782 562741 200162 812322 332971 593855 80262 774132 976105 646007 244223 475108 878603 468476 147365 389999 45499 383151 706167 114049 962282 262327 592100 407696 830753 258414 965862 481365 945270 910059 74249 411624 934171 896109 601930 267255 328337 898080 766042 415330 288634 992783 613570 118582 327435 970471 211104 391941 620128 990628 372175 583390 806761 372954 323941 345710 93826 749666 769877 14131 377633 544607 171829 279321 206760 27244 326619 893939 530843 323172 408480 472279 3051 401805 375878 676630 154865 101537 955958 188950 515126 972603 892514 751183 800687 497307 849225 757086 179462 218390 923480 372809 25043 808989 40558 985360 118697 733927 291384 273068 461133 617982 591355 792487 237890 790948 702705 909143 676672 182879 645194 873272 744963 745256 388307 827365 715391
